,Sols,elysium2028,elysium2031,oxia2028,oxia2031,mawrth_vallis2028,mawrth_vallis2031,vernal2028,vernal2031,valles2028,valles2031,aram2028,aram2031,meridiani2028,meridiani2031,eberswalde2028,eberswalde2031
89,,3.318065826717732,3.06723028752244,3.2250109274804624,2.4482439964513687,3.0589331789358654,2.1385912955166795,3.129873173912137,2.6966919749674703,3.089486486580703,3.0956884817143515,3.084329269009544,2.772729520130834,3.2082898242927085,2.9542241138326157,2.6677538040943314,2.9847764872224123
90,,3.312733800327713,3.057840946643431,3.2154589728634146,2.4386767992146243,3.047145617508036,2.1270407447954733,3.1211551328958853,2.6852098805022333,3.0858386234456527,3.0868446372131895,3.076813976346286,2.761918768706851,3.201577539296911,2.942773131422939,2.6650634192211076,2.976295395067523
91,,3.3074134628799814,3.0485873260864516,3.2060317033087533,2.4291806918094294,3.035474150046854,2.1155915465044965,3.1124725099531,2.673834974016281,3.0821004611881637,3.0780679461696216,3.069312514488762,2.751221446832409,3.1948452252945567,2.9314328855905214,2.6622482290399465,2.9679195330315165
92,,3.302104786299491,3.039466855033869,3.1967253626426047,2.419754497642894,3.0239159316786206,2.1042427167709934,3.1038250875872384,2.6625665198211537,3.078275862033563,3.069358529966115,3.061825285186134,2.7406364316520966,3.1880944932934594,2.920202856573878,2.659313521468715,2.95964857414264
93,,3.2968077425371884,3.0304348498411273,3.1875363536758314,2.410459311571284,3.0124682328070107,2.0930444910668156,3.0952126520037866,2.651404544009054,3.074368518542495,3.0607003602360012,3.0543526682837796,2.730147189793498,3.181326880136761,2.9090585471940336,2.6562643507182075,2.951409269228403
94,,3.291303702496109,3.021488988100492,3.178086816781297,2.4012912862796814,3.000795262829464,2.0819928377681562,3.0864563235987466,2.640346700237064,3.070198667974256,3.0520925556763485,3.0466868308716792,2.719751578851924,3.174399154589628,2.897998407601296,2.6530211879463854,2.943201499816506
95,,3.285598622729609,3.0126270420677113,3.168383218116538,2.39224673355042,2.9889014539507355,2.0710838874612008,3.077559514248353,2.6293907321784236,3.065770554405745,3.043534267652977,3.0388316064681558,2.7094475396787345,3.1673142921283914,2.887020943783836,2.6495867267560977,2.935025146990941
96,,3.2796982216080366,3.0038468737918493,3.1584317747893,2.383322116067226,2.9767911168688688,2.0603139246268283,3.0685255219101903,2.6185344689416117,3.061088308447928,3.035024678538788,3.0307907105589775,2.699233092130755,3.160075182157798,2.8761247147554534,2.6459636138392124,2.926880091447713
97,,3.2736079914251555,2.995188854276133,3.1482384674599997,2.374466089185468,2.964468446227202,2.049641523775523,3.0593575361393555,2.607778243990111,3.056155952426943,3.0265712079075775,3.02256774621124,2.689122250730567,3.152684632026532,2.865329771021979,2.6421544506019794,2.918822127851905
98,,3.267333209771081,2.986650903750954,3.1378090521809225,2.365677521053224,2.9519375257435696,2.039065603548798,3.0500586432729975,2.597121364044207,3.0509774052563627,3.0181742217709018,3.0141662093505137,2.679114089222315,3.14514537080263,2.8546357116420626,2.638161794699764,2.9108514313376688
99,,3.261086621245683,2.978231012716608,3.1275047639305518,2.3569553192469233,2.9395188447800513,2.0285851041111864,3.040801567188922,2.586563135586384,3.0457306168885334,3.0098340527737855,3.005787276154932,2.6692076937446023,3.1375975157824327,2.8440421191387784,2.634068305108106,2.9029681398527747
100,,3.2548677418458523,2.969927238545889,3.117322212043136,2.3482984288514435,2.927210169265914,2.0181989863091,3.031586027884401,2.5761028651592266,3.0404187633902633,3.0015510019876777,2.9974312310203506,2.6594021624460904,3.13004236740836,2.8335485606522255,2.629878415524479,2.8951723562562988
101,,3.2486761052652104,2.961737702286067,3.1072581375468964,2.3397058306529748,2.9150093439996296,2.0079062308769853,3.0224117499159937,2.565739859643099,3.0350448885906447,2.9933253405969715,2.989098340907469,2.6496966051217505,3.1224811682702933,2.823154589021184,2.6255963743202417,2.8874641502909437
102,,3.2423163583892936,2.9536202213183222,3.0970010824026604,2.3312221622767497,2.9026512767887374,1.997741856073375,3.0131232437130797,2.5554711209263874,3.0294499512250304,2.9851495021670957,2.980609666958405,2.6400749960160694,3.1147851291480153,2.812839343522159,2.621146677381202,2.8797903604202273
103,,3.235793037617649,2.945573078545308,3.086555545843813,2.3228445139959515,2.8901391877858535,1.9877026968403615,3.0037232032615355,2.5452946979788553,3.023637531227067,2.9770226192189195,2.9719682822268565,2.6305355809372113,3.106956767638944,2.8026014248734157,2.61653178994196,2.8721506364393883
