Ls,TOA,Eff,Direct,Diffuse,DD,Unnamed: 0
125.0,494.6680090252082,461.8722181146412,268.1397088424998,225.27035961876908,1.9166666666666668e-10,25.0
130.0,502.0112396045732,468.7522441552561,277.37231053267976,222.53480653787943,2.0433333333333333e-10,26.0
135.0,509.48176001888817,475.74893676997567,287.78399977573724,218.5638802258586,2.17e-10,27.0
140.0,516.923088375975,479.8531398269416,290.80425198108367,219.82428819285803,2.5966666666666665e-10,28.0
145.0,524.1746608645984,483.6776671680447,294.52012647948743,219.95062870762467,3.023333333333333e-10,29.0
150.0,531.0755369742003,489.94703924529904,333.82783751281806,181.53395550288485,3.45e-10,30.0
155.0,537.468216816468,495.41695090282167,337.60114074252203,183.50675600034845,3.5766666666666667e-10,31.0
160.0,543.2025326059139,500.11149198931207,340.74025075082693,185.31539678893623,3.7033333333333335e-10,32.0
165.0,548.1395684705197,503.8892058338637,343.1380640550467,186.91993230095,3.83e-10,33.0
170.0,552.1555488879367,505.484308569543,340.95026714926416,191.3186528142777,3.8133333333333336e-10,34.0
175.0,555.1456185896877,505.88130145592464,337.80797398923346,195.43410170545485,3.7966666666666665e-10,35.0
180.0,557.0274181136442,504.9941194653669,333.6739909327162,199.20945178215192,3.78e-10,36.0
185.0,557.7443413660117,500.6975826536284,321.2991236590417,208.60285929603103,3.89e-10,37.0
190.0,557.2683462281758,494.994664138121,308.17703499526846,217.2298013288983,3.9999999999999996e-10,38.0
195.0,555.602177703558,487.9198500367222,294.39736384944257,225.02614672939492,4.11e-10,39.0
200.0,552.7808564105565,476.6656964017904,272.66840865717256,237.2061485402532,4.666666666666666e-10,40.0
205.0,548.8722844155162,464.2134171510555,251.29256496883644,247.58238625839428,5.223333333333333e-10,41.0
210.0,543.9768266693492,451.9805409697218,237.27023944997143,249.66314130203529,5.78e-10,42.0
215.0,538.2257412680996,424.9090004874988,190.5102868089344,272.55664381228416,7.386666666666667e-10,43.0
220.0,531.7783575706607,398.1530363634029,151.72003920698484,286.5499966935094,8.993333333333333e-10,44.0
225.0,524.8179406199881,372.2153118356673,119.89843363384789,293.3917188393248,1.06e-09,45.0
230.0,517.5462363590696,362.75759218546045,113.52219778380636,289.8085981414582,1.0386666666666668e-09,46.0
235.0,510.1767673802486,353.51975322733267,107.47375694648592,286.0999956754032,1.0173333333333333e-09,47.0
240.0,502.92704417598793,344.7296976659308,101.85801437006565,282.4089340649595,9.96e-10,48.0
245.0,496.009969204125,339.7052197531325,100.81066311517806,277.78436818366805,9.6e-10,49.0
250.0,489.62483203178266,335.4684875557622,100.25411677241044,273.50508230622296,9.24e-10,50.0
255.0,483.9484079143124,332.19152481267906,100.28020526132651,269.66432505971227,8.88e-10,51.0
260.0,479.12675750770336,332.8246058084826,104.90567929438104,265.0220075745367,8.15e-10,52.0
265.0,475.2683571052024,334.7058230005611,110.58834187800926,260.6017222355254,7.42e-10,53.0
270.0,472.439145392749,337.98504980037933,117.46029069925238,256.4241384896825,6.69e-10,54.0
275.0,470.6599443368186,343.6191354219419,128.32128556293313,250.3463370453591,6.04e-10,55.0
280.0,469.9065067235668,349.497117621661,136.28128525541288,247.9253864723816,5.39e-10,56.0
285.0,470.1121891177757,357.9782218565224,150.58766556809735,241.15180963770356,4.74e-10,57.0
290.0,471.1729890450732,364.6262714515468,160.87584138802868,236.91910472502104,4.676666666666667e-10,58.0
295.0,472.9544645909258,372.2883242099506,172.3764982785859,232.4556115480985,4.6133333333333334e-10,59.0
300.0,475.29990920723935,380.7734625999183,185.0258627753012,227.61348816815936,4.55e-10,60.0
305.0,478.03910124409873,375.6596212065116,169.05442302408983,240.23860253769976,5.416666666666667e-10,61.0
310.0,480.9969823510454,372.52626147097146,160.36198535900968,246.702646641816,6.283333333333333e-10,62.0
315.0,484.0017207013052,368.75099422813366,148.0590731410161,256.6185128919972,7.15e-10,63.0
320.0,486.891755317126,372.4746611222313,149.43914752449902,259.3436204624794,7.27e-10,64.0
325.0,489.52156855314826,376.0620189647905,150.80362380209667,261.92836646824867,7.39e-10,65.0
330.0,491.7660733744545,379.35323424585766,152.0512553498222,264.30462662329705,7.51e-10,66.0
335.0,493.5236174135295,391.0161106260401,166.17053283095444,261.44834627335547,6.86e-10,67.0
340.0,494.7176918174509,403.10534514742153,185.94334808031863,252.51395007802665,6.21e-10,68.0
345.0,495.29749025701335,414.45612006675344,206.9424824758464,241.2949274312872,5.56e-10,69.0
350.0,495.23749606322366,424.3547496141196,227.6994424040675,228.6689618721536,5.56e-10,70.0
355.0,494.5362883908526,433.2924958028128,249.3520846574794,213.8841990062016,5.56e-10,71.0
0.0,481.901538268492,440.90303203859776,306.4605226240405,156.32849931925256,4.46e-10,0.0
5.0,481.2884895730919,443.5609493022848,314.3342330083886,150.26362359755376,3.986666666666667e-10,1.0
10.0,480.11980262292326,445.4335239460302,321.619704963958,143.96955695589793,3.513333333333333e-10,2.0
15.0,478.4618561461588,446.5916648711881,328.35348709282573,137.48625323065397,3.04e-10,3.0
20.0,476.39426080493,444.60124639038,324.8485999205852,139.24726333697078,3.41e-10,4.0
25.0,474.00728361639375,442.200897796156,321.0162223608734,140.9124132968402,3.78e-10,5.0
30.0,471.3993595140137,436.4931167391847,276.3359851725993,186.2292227518435,4.15e-10,6.0
35.0,468.6747132255074,432.57479412882776,261.85965425978026,198.50597659191573,4.65e-10,7.0
40.0,465.94108810972887,428.6120607197418,248.89583077595069,208.97236039975712,5.15e-10,8.0
45.0,463.3075556904154,424.7030332488812,237.32133123778783,217.8857000128993,5.65e-10,9.0
50.0,460.8823626522896,421.5465249931305,228.5797266081094,224.3799981221175,5.413333333333333e-10,10.0
55.0,458.7707636734783,418.6572144551093,220.94221730688776,229.9011594746761,5.176666666666666e-10,11.0
60.0,457.0727912850893,416.143592381921,214.37827792439,234.6108307645709,4.94e-10,12.0
65.0,455.8809298957673,416.77006690798,215.2680329889577,234.30469060351427,4.4466666666666663e-10,13.0
70.0,455.27769045533313,417.9819061554367,217.1246034517135,233.55500314386424,3.953333333333333e-10,14.0
75.0,455.3331225497556,419.8694483263433,220.03390129973607,232.36691514721775,3.46e-10,15.0
80.0,456.1023463277416,421.33731252144025,221.14254827138103,232.7846095930921,3.3366666666666665e-10,16.0
85.0,457.6232288921626,423.5986964983073,223.38354629795,232.808314186462,3.2133333333333336e-10,17.0
90.0,459.9143586282704,426.6829694322474,226.80636385182004,232.41465765165972,3.09e-10,18.0
95.0,462.97347779871257,429.8401389094226,229.52441533246483,232.9252599732067,3.076666666666667e-10,19.0
100.0,466.7765145539557,433.793458155479,233.43858949311388,232.97077751437809,3.063333333333333e-10,20.0
105.0,471.2773127969886,438.4949826955949,238.5651865639774,232.47650712978785,3.05e-10,21.0
110.0,476.4081009912612,443.99084706745015,245.2352801756709,231.11112429276653,3.17e-10,22.0
115.0,482.0806816196235,450.06803272325766,253.16627840561543,228.95552827632815,3.29e-10,23.0
120.0,488.1882738228044,456.6101314940893,262.3778909739818,225.85144246524132,3.41e-10,24.0
125.0,494.60791086826606,462.74967509388784,270.78495658141594,223.2147889679906,3.6166666666666666e-10,25.0
130.0,501.2032836025172,469.0607743827541,280.353300762643,219.42729490710596,3.8233333333333336e-10,26.0
135.0,507.82792745112073,475.3896634614403,291.0861004046606,214.3064686706741,4.03e-10,27.0
140.0,514.3286670140062,478.4479417532808,293.41483982119604,215.15476968847065,4.723333333333334e-10,28.0
145.0,520.5492513364501,481.1333734423053,296.3775480702008,214.8323550838425,5.416666666666667e-10,29.0
150.0,526.3341284174414,486.2740576963554,335.33120619468764,175.51494360659046,6.11e-10,30.0
155.0,531.5323158082934,491.535597743137,341.89480848017865,174.00091774762598,6.023333333333333e-10,31.0
160.0,536.0013241198262,496.000185090262,347.91189271913555,172.1956888036354,5.936666666666667e-10,32.0
165.0,539.6110826858832,499.5433872203147,353.2794873700767,170.0743021514395,5.85e-10,33.0
170.0,542.2478034546381,500.6950980304284,353.21324990584594,171.4905210750959,5.86e-10,34.0
175.0,543.8177027642924,500.66199325373645,352.17688482085345,172.65710282893377,5.87e-10,35.0
180.0,544.2504833179961,499.3745748060989,350.12921985262807,173.54111041101254,5.88e-10,36.0
185.0,543.5024623929176,494.5347482297005,338.9421592759044,180.92161506255368,6.213333333333334e-10,37.0
190.0,541.5592186818114,488.3082170403461,326.8570121955482,187.73395912185805,6.546666666666667e-10,38.0
195.0,538.437620390746,480.7381386942474,313.962008863204,193.9257323616784,6.88e-10,39.0
200.0,534.1870922887841,466.2509864864873,284.83438070065296,210.94954161143528,8.353333333333333e-10,40.0
205.0,528.8899802607418,450.5860870373197,256.8754656090679,225.2449086375021,9.826666666666666e-10,41.0
210.0,522.6608796580414,435.3115886526928,237.36966113936944,230.1650319922365,1.13e-09,42.0
215.0,515.6448098684942,407.6747496913936,190.0219747191528,253.08462206074515,1.48e-09,43.0
220.0,508.0141440798298,380.5458926003714,150.72081431375503,267.23846312397256,1.83e-09,44.0
225.0,499.9642428067463,354.42719537581075,118.50747043885984,274.3252615545941,2.18e-09,45.0
230.0,491.70779529065226,344.6660910902161,112.39764406898566,270.0795895595703,2.0999999999999998e-09,46.0
235.0,483.467946830792,335.22809226336926,106.63757890129176,265.80292251404364,2.02e-09,47.0
240.0,475.4703831967429,326.34276171642585,101.33682506149388,261.6348100638744,1.94e-09,48.0
245.0,467.93465269211646,320.70098408904744,100.01202792498522,256.6150653070491,1.8366666666666665e-09,49.0
250.0,461.0651238797959,315.96889874537266,99.25106552455335,251.99748048932477,1.7333333333333333e-09,50.0
255.0,455.0420873552487,312.318437414602,99.1505516659384,247.8696345914692,1.63e-09,51.0
260.0,450.0135919203461,311.446392702517,102.08410894580491,243.44451599617685,1.5266666666666666e-09,52.0
265.0,446.08863479621033,311.9231662098391,105.9947078148488,239.45169580812825,1.4233333333333334e-09,53.0
270.0,443.33228124474107,313.8844543585544,110.9871831971266,235.92705949003235,1.32e-09,54.0
275.0,441.76316155631935,318.0543371118994,119.32255435927765,231.08346831700203,1.22e-09,55.0
280.0,441.353590973292,322.4893444507716,124.55601217791488,230.1550375265775,1.12e-09,56.0
285.0,442.0323082562444,329.62012951843553,135.71958948343334,225.4657442267467,1.02e-09,57.0
290.0,443.6895728131264,335.7754767509906,144.14949470120985,222.82090936021015,1.0166666666666667e-09,58.0
295.0,446.18414319907225,343.04998324357143,153.68868067773585,220.18756112306468,1.0133333333333333e-09,59.0
300.0,449.35151644989423,351.2588954294025,164.26854246861652,217.4306429776581,1.01e-09,60.0
305.0,453.0127547165711,352.0534906503801,159.30012207107157,224.13182392942855,1.1266666666666667e-09,61.0
310.0,456.9832589202725,354.7129662858611,160.37701174596148,225.972040162674,1.2433333333333334e-09,62.0
315.0,461.080948417513,356.502279076886,156.58283939593792,232.46446474528847,1.36e-09,63.0
320.0,465.1334429383757,360.083216746346,156.2058004003083,237.06676319306703,1.37e-09,64.0
325.0,468.9839908964533,363.6310569738364,155.93419137920986,241.5079832495657,1.38e-09,65.0
330.0,472.49602537224285,366.9755799714631,155.65324669116427,245.7236433491846,1.39e-09,66.0
335.0,475.5563428567118,381.4925791627514,174.41129007396265,240.79219661487068,1.2073333333333333e-09,67.0
340.0,478.0769851760306,396.5856438132753,200.0826405033393,228.49186431387903,1.0246666666666666e-09,68.0
345.0,479.99596247404526,410.97440705611695,228.0176314932995,212.7404367009505,8.42e-10,69.0
350.0,481.2769884477167,421.72737471623566,250.69399277193588,198.8760255166277,8.42e-10,70.0
355.0,481.9084131356494,431.4860424683602,274.23738288096666,182.84727858999253,8.42e-10,71.0
0.0,518.0032393691641,470.0593454240071,300.04413919909626,197.69210026152427,7.89e-10,0.0
5.0,511.5721694925996,467.5777952110541,306.7038697161909,187.0627040637944,7.203333333333333e-10,1.0
10.0,504.7614473587126,464.4629328516085,312.9681248833294,176.15675345148736,6.516666666666666e-10,2.0
15.0,497.6686458059984,460.8295669986037,318.9068998677937,165.02635712884876,5.83e-10,3.0
20.0,490.4007078246185,456.723292684732,324.2961595977852,153.98503847319398,5.21e-10,4.0
25.0,483.0716175159819,452.3694706684868,329.5433170581717,142.82110884920365,4.5899999999999997e-10,5.0
30.0,475.8002469547203,445.2495865567872,292.2559793300435,177.89954328691124,3.97e-10,6.0
35.0,468.7083801776192,438.12889050886224,279.0400322787479,184.9870444536213,3.72e-10,7.0
40.0,461.9188873184216,431.2489589824237,267.26088625350457,190.68380549874317,3.4700000000000004e-10,8.0
45.0,455.5539982418407,424.75131906991135,256.8842276109614,195.19429239412784,3.22e-10,9.0
50.0,449.7336082306945,418.18236517091367,246.1739461676869,200.00978953863583,2.9866666666666667e-10,10.0
55.0,444.5735410474501,412.2757922743823,236.9420329366265,203.8764643462277,2.7533333333333336e-10,11.0
60.0,440.18369971604255,407.1671932406312,229.16928706235657,206.9743095096216,2.52e-10,12.0
65.0,436.6660546053672,403.9866021331089,225.4911587330138,207.55284116290133,2.26e-10,13.0
70.0,434.1124520380511,401.85459002249394,223.20611886460867,207.73078041614568,2e-10,14.0
75.0,432.6022720584903,400.87453819504685,222.36619212839375,207.56784426355009,1.74e-10,15.0
80.0,432.2000150366165,400.4642936598903,221.28467696637765,208.34839150408445,1.7333333333333333e-10,16.0
85.0,432.9529441564369,401.3493308626996,221.7421257482874,208.84558734233983,1.7266666666666666e-10,17.0
90.0,434.8889438079031,403.5701954399125,223.77621766438844,209.0627648552605,1.72e-10,18.0
95.0,438.01476329019926,405.4830266681975,223.1096907454964,212.0620185147687,1.8733333333333333e-10,19.0
100.0,442.3147967408044,408.7091426205724,224.00258391440977,214.77506826297983,2.0266666666666666e-10,20.0
105.0,447.7505065828348,413.2053593291076,226.42393426762231,217.18770355986655,2.18e-10,21.0
110.0,454.26053862922186,420.9021921217336,235.5530837254516,215.5222190654442,2.2266666666666667e-10,22.0
115.0,461.7615158687113,429.7365189430317,246.46443516610492,213.10707415921715,2.2733333333333332e-10,23.0
120.0,470.14944802364346,439.58689284242,259.22366155082767,209.72468754836316,2.32e-10,24.0
125.0,479.30166387256816,449.159417771534,270.5364205771115,207.7011595283982,2.476666666666667e-10,25.0
130.0,489.0791652222327,459.4224950851378,283.51919600996365,204.5387198548537,2.6333333333333335e-10,26.0
135.0,499.3293114429807,470.1976273199492,298.1958835692081,200.0020276171408,2.79e-10,27.0
140.0,509.8887641502161,477.3364140903177,301.9581935378643,203.9281634330854,3.8133333333333336e-10,28.0
145.0,520.5866446632542,484.54848255978567,306.71192575568426,206.78669395825744,4.836666666666668e-10,29.0
150.0,531.2478755590486,494.3954586390022,348.8941408425988,169.1875788330272,5.86e-10,30.0
155.0,541.6966878663545,502.8496280336064,350.634421178894,176.9944265752469,6.700000000000001e-10,31.0
160.0,551.7602758252533,510.78316476921975,351.8724094229668,184.77994807703828,7.54e-10,32.0
165.0,561.2725723744151,518.0150469117691,352.4800387307438,192.482567652355,8.38e-10,33.0
170.0,570.0781025976739,523.7006546930306,350.08935873678,201.87359994912856,8.92e-10,34.0
175.0,578.0358517578073,528.3378755897529,346.8843407984338,210.9924823154874,9.46e-10,35.0
180.0,585.023061764707,531.7872554014614,342.8010617418227,219.751387976324,1e-09,36.0
185.0,590.9388471814933,533.4425000462388,335.0841864762047,230.6492018256211,1.0633333333333334e-09,37.0
190.0,595.7075010079043,533.7550438833301,326.5329847731154,240.9558826862962,1.1266666666666667e-09,38.0
195.0,599.281343010655,532.6903911407095,317.178887646638,250.5947715047343,1.19e-09,39.0
200.0,601.6429506149082,531.6736583743852,310.9433311042254,256.6631712443718,1.2033333333333333e-09,40.0
205.0,602.8066056408952,529.3590092220761,303.89529060146685,262.167114675127,1.2166666666666668e-09,41.0
210.0,602.8187909877159,526.8132601104644,304.02579822736607,259.0551882361608,1.23e-09,42.0
215.0,601.757581684569,513.0268414006026,272.5238617379859,279.6546275146706,1.3833333333333333e-09,43.0
220.0,599.7307970883729,498.2625424269386,243.33089466973672,296.4321485548859,1.5366666666666667e-09,44.0
225.0,596.8728185302383,482.8142716777383,216.47643930269308,309.6951539244712,1.69e-09,45.0
230.0,593.3400327948559,471.21097176125136,199.67337946189036,315.7413863946058,1.7466666666666666e-09,46.0
235.0,589.3049393199149,459.3887503713888,183.8204583322233,320.42824655716925,1.8033333333333333e-09,47.0
240.0,584.9490588536192,447.6014798917218,169.0256977890872,323.92532802631933,1.86e-09,48.0
245.0,580.4549005408894,447.2256714773278,173.46563218058787,318.32562708923246,1.7566666666666666e-09,49.0
250.0,575.9973740630005,447.16565409036593,178.43861483538487,312.47330145928026,1.6533333333333334e-09,50.0
255.0,571.7351571988919,447.58972105165697,184.0703703920475,306.4178496041972,1.55e-09,51.0
260.0,567.8026238639156,448.454309293651,190.1315077051323,300.3753506843241,1.4533333333333333e-09,52.0
265.0,564.3029769523811,450.0444379232528,197.0418221123657,294.18908815219424,1.3566666666666667e-09,53.0
270.0,561.3031913915133,452.4974771834056,204.88053879721312,287.9266725420844,1.26e-09,54.0
275.0,558.8312450237847,453.3293887135108,210.12301023700184,282.79811450756847,1.2e-09,55.0
280.0,556.8759066520681,453.8161198671712,209.92585704755345,283.59332886002073,1.14e-09,56.0
285.0,555.389090966814,456.1923024691309,216.4841211404689,278.73044340542106,1.08e-09,57.0
290.0,554.2905234058076,461.2937040940874,228.3805255992452,270.829277319584,1.0523333333333333e-09,58.0
295.0,553.4742318687496,466.8708308446495,241.21793407623585,262.3870892655973,1.0246666666666666e-09,59.0
300.0,552.8162340514274,472.7419213459675,254.9046943795451,253.299101123747,9.97e-10,60.0
305.0,552.1827365792878,471.0231230857999,249.9191221840298,257.0976754671745,1.0746666666666667e-09,61.0
310.0,551.4382005560395,470.4074167417748,252.09202705757463,253.8551042839537,1.1523333333333334e-09,62.0
315.0,550.452735794815,468.6511699617288,247.37934525502936,257.29281942639466,1.23e-09,63.0
320.0,549.1084327802807,464.7616742211261,238.22634763594408,263.41317044788605,1.2966666666666667e-09,64.0
325.0,547.3043979296554,460.5655338072015,229.4000616547128,268.79706064242873,1.3633333333333334e-09,65.0
330.0,544.9604013748851,455.9449891622924,220.79401646930995,273.4313635964912,1.43e-09,66.0
335.0,542.0191637722559,457.918093597939,224.0544111726797,271.934514447976,1.3533333333333334e-09,67.0
340.0,538.4473944325326,459.97835739493866,232.7803854044241,264.18368836106345,1.2766666666666666e-09,68.0
